USA,268.0,22.0,376.0,51.0,1983.0,1452.0,2395.0,2.0,2486.0,561.0,631.0,1052.0,846.0,257.0,41.0,1056.0,46.0,302.0,1631.0,481.0,747.0,228.0,26.0,7.0,225.0,75.0,135.0,236.0,59.0,146.0,4.0,161.0,1.0,,820.0,364.0,382.0,85.0,304.0,988.0,6.0,1657.0,284.0,146.0,435.0,13.0,3.0,578.0,483.0,25.0,5.0,476.0,53.0,24.0,3.0,21.0,49.0,2.0,7.0,161.0,149.0,44.0,92.0,2.0,4.0,5.0,38.0,39.0,152.0,17.0,38.0,2.0,40.0,12.0,79.0,23.0,16.0,3.0,25.0,18.0,5.0,14.0,6.0,73.0,14.0,50.0,59.0,10.0,19.0,27.0,62.0,70.0,84.0,1.0,58.0,68.0,28.0,159.0,2.0,5.0,1.0,10.0,104.0,24.0,7.0,35.0,25.0,2.0,39.0,55.0,9.0,2.0,,12.0,29.0,1.0,17.0,43.0,46.0,15.0,32.0,,26.0,14.0,6.0,4.0,9.0,,4.0,2.0,7.0,7.0,,8.0,13.0,9.0,9.0,8.0,5.0,10.0,1.0,2.0,13.0,17.0,3.0,4.0,2.0,,3.0,10.0,12.0,4.0,9.0,3.0,6.0,,7.0,,,7.0,17.0,,1.0,3.0,14.0,1.0,22.0,,10.0,5.0,,,4.0,2.0,1.0,,,,2.0,,3.0,,,2.0,1.0,,,,,,,2.0,,4.0,,
IND,9.0,,25.0,9.0,133.0,62.0,164.0,,181.0,28.0,22.0,51.0,21.0,5.0,6.0,38.0,10.0,31.0,78.0,18.0,8.0,17.0,,2.0,12.0,9.0,5.0,28.0,9.0,12.0,8.0,58.0,1.0,1.0,85.0,12.0,16.0,10.0,18.0,73.0,,81.0,13.0,,28.0,,,23.0,22.0,2.0,,17.0,,,1.0,,,1.0,1.0,,22.0,,2.0,,,5.0,,,20.0,3.0,,,,,1.0,1.0,,,,,,,,6.0,,17.0,2.0,,2.0,1.0,5.0,2.0,6.0,,,7.0,3.0,3.0,,,,1.0,5.0,5.0,13.0,,1.0,1.0,11.0,,1.0,,,2.0,,,,3.0,9.0,3.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,5.0,,2.0,,,,1.0,1.0,,,,,,1.0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEU,59.0,,28.0,4.0,108.0,66.0,176.0,,186.0,14.0,24.0,105.0,26.0,9.0,6.0,127.0,11.0,15.0,55.0,38.0,23.0,64.0,3.0,,12.0,,5.0,14.0,,18.0,,9.0,,,17.0,7.0,13.0,8.0,15.0,109.0,,196.0,16.0,,13.0,2.0,,25.0,26.0,,,112.0,3.0,4.0,2.0,1.0,,,,8.0,10.0,,,,,1.0,,,4.0,,2.0,,,,,2.0,,,1.0,,,2.0,,3.0,2.0,10.0,10.0,,2.0,,,,4.0,,9.0,9.0,2.0,19.0,,,,3.0,27.0,,,3.0,6.0,1.0,,8.0,,,,,11.0,,,3.0,1.0,,5.0,,2.0,,,,,,,2.0,,,,,,,5.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,
GBR,141.0,1.0,126.0,45.0,366.0,382.0,556.0,,615.0,90.0,71.0,187.0,36.0,30.0,4.0,426.0,5.0,93.0,386.0,214.0,149.0,144.0,7.0,1.0,33.0,7.0,16.0,39.0,4.0,21.0,3.0,29.0,,,104.0,43.0,43.0,11.0,43.0,435.0,2.0,789.0,143.0,17.0,54.0,2.0,1.0,124.0,100.0,,,179.0,3.0,17.0,2.0,3.0,13.0,1.0,2.0,29.0,44.0,2.0,7.0,,4.0,,,11.0,20.0,1.0,2.0,,,,6.0,11.0,1.0,1.0,6.0,14.0,1.0,8.0,1.0,8.0,4.0,6.0,33.0,,7.0,10.0,4.0,11.0,30.0,13.0,20.0,12.0,1.0,41.0,,3.0,5.0,,32.0,14.0,14.0,7.0,6.0,3.0,16.0,14.0,2.0,2.0,,1.0,12.0,2.0,2.0,5.0,7.0,1.0,4.0,,2.0,,3.0,,,,,5.0,2.0,4.0,4.0,,,,3.0,,1.0,,,,,2.0,,1.0,,,,3.0,,1.0,2.0,2.0,,,,,,4.0,,,2.0,,5.0,,31.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
AUS,15.0,,28.0,1.0,140.0,82.0,162.0,,173.0,21.0,29.0,62.0,27.0,16.0,,102.0,3.0,14.0,119.0,20.0,26.0,27.0,,,9.0,7.0,5.0,12.0,,11.0,1.0,8.0,,,63.0,21.0,30.0,5.0,10.0,107.0,,147.0,22.0,5.0,21.0,2.0,,24.0,34.0,,,23.0,4.0,5.0,,1.0,4.0,,,2.0,5.0,,4.0,,,,,2.0,14.0,,,,2.0,,,4.0,,,1.0,,,1.0,,,,,6.0,1.0,2.0,6.0,2.0,3.0,,,,6.0,,8.0,1.0,,,,,8.0,,2.0,,,,,,,,,3.0,,,1.0,5.0,1.0,2.0,,,,,,1.0,,,2.0,,,,,2.0,,1.0,,1.0,,,,,2.0,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
KOR,30.0,,16.0,1.0,73.0,8.0,70.0,,80.0,16.0,1.0,35.0,5.0,1.0,,30.0,,4.0,28.0,4.0,41.0,38.0,,,5.0,3.0,1.0,3.0,,28.0,,2.0,,,8.0,12.0,1.0,,4.0,36.0,,52.0,3.0,,,,,59.0,22.0,,,6.0,4.0,4.0,,32.0,1.0,,,5.0,17.0,,,,,,,,,,,,,,,,3.0,2.0,4.0,3.0,,,,,11.0,1.0,2.0,,,,,,18.0,,,1.0,,7.0,,,,,1.0,2.0,,2.0,2.0,,,,,,,39.0,,,,,1.0,,,,9.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
PRK,15.0,,1.0,2.0,81.0,9.0,26.0,,30.0,25.0,10.0,8.0,11.0,2.0,,81.0,11.0,22.0,21.0,5.0,30.0,13.0,,,,,,8.0,,10.0,,1.0,,,,2.0,1.0,,3.0,11.0,,51.0,8.0,,,,,31.0,37.0,,,7.0,,,,68.0,,,,,5.0,,,,,,,,,2.0,,,,,4.0,9.0,3.0,,6.0,,,,,,9.0,,,,,3.0,,,7.0,,,,,,,,,,8.0,,,2.0,,1.0,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,19.0,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFG,12.0,3.0,6.0,2.0,48.0,39.0,73.0,,71.0,5.0,2.0,76.0,11.0,,,77.0,,1.0,15.0,7.0,14.0,10.0,,,10.0,2.0,5.0,3.0,,,,2.0,,,8.0,2.0,4.0,,1.0,24.0,,59.0,27.0,7.0,2.0,,,7.0,,,6.0,28.0,3.0,,,2.0,,,,,,,,,,,,,5.0,16.0,2.0,,,2.0,,,,1.0,,,,,,4.0,3.0,,2.0,,9.0,,1.0,2.0,7.0,,10.0,11.0,,40.0,,9.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,11.0,,,,1.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
AFR,2.0,,20.0,10.0,83.0,65.0,126.0,1.0,143.0,18.0,18.0,26.0,10.0,5.0,,38.0,3.0,14.0,55.0,15.0,30.0,3.0,,,5.0,4.0,7.0,8.0,1.0,8.0,2.0,22.0,,,28.0,12.0,26.0,4.0,1.0,47.0,,78.0,7.0,,6.0,,4.0,29.0,8.0,,,12.0,2.0,3.0,,,,3.0,4.0,17.0,19.0,,9.0,,,,,1.0,8.0,1.0,,,1.0,,,,,,,,,,,,,3.0,1.0,,3.0,1.0,7.0,1.0,,,1.0,6.0,,1.0,,,,,3.0,,,3.0,,2.0,3.0,5.0,,,,,,3.0,,1.0,10.0,,,,,1.0,,,,5.0,,,,,,,,,,,,,,,,4.0,1.0,,,,,,6.0,,1.0,,,,,,,,,,,,,,3.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,5.0,,14.0,2.0,27.0,71.0,81.0,,81.0,5.0,12.0,4.0,,,,13.0,,,11.0,14.0,8.0,13.0,,,,8.0,2.0,8.0,,2.0,,14.0,,,14.0,8.0,3.0,,9.0,17.0,1.0,35.0,4.0,,2.0,,,4.0,9.0,,5.0,7.0,,,,,,,,5.0,7.0,,3.0,,,,,,,2.0,,,,,3.0,,,,,1.0,,,,8.0,,,2.0,,,,,1.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRA,11.0,,16.0,,81.0,72.0,65.0,,72.0,61.0,25.0,62.0,1.0,11.0,1.0,31.0,,7.0,100.0,86.0,25.0,3.0,,2.0,16.0,,1.0,3.0,2.0,31.0,,1.0,,,22.0,20.0,12.0,,7.0,63.0,,53.0,31.0,,22.0,,,14.0,82.0,,1.0,24.0,31.0,,,,5.0,,,19.0,,,,,3.0,,,,10.0,35.0,,,,1.0,,2.0,,,4.0,11.0,,,,,,3.0,2.0,,5.0,1.0,,6.0,,,2.0,,,3.0,2.0,,,,7.0,,,,,3.0,,,,,,9.0,13.0,,,4.0,,,,,6.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,
DNK,,,30.0,,48.0,28.0,51.0,,51.0,2.0,5.0,16.0,4.0,7.0,,8.0,,2.0,54.0,,18.0,3.0,,1.0,2.0,,,1.0,,,,,,,1.0,10.0,4.0,3.0,,41.0,,33.0,6.0,1.0,,,,8.0,18.0,,,6.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,33.0,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,35.0,,6.0,5.0,41.0,41.0,60.0,,66.0,3.0,6.0,47.0,3.0,8.0,3.0,25.0,,11.0,24.0,15.0,14.0,4.0,,2.0,12.0,,12.0,9.0,,11.0,,11.0,,,21.0,1.0,7.0,14.0,2.0,17.0,,24.0,1.0,,,,,12.0,16.0,,,36.0,2.0,,,,,,,,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,3.0,,,18.0,,,,2.0,,2.0,7.0,,1.0,2.0,,1.0,,,,1.0,,,2.0,,,,4.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHA,5.0,,4.0,1.0,63.0,40.0,50.0,,51.0,6.0,5.0,15.0,2.0,21.0,,2.0,,3.0,32.0,10.0,14.0,6.0,,,1.0,2.0,7.0,1.0,,2.0,,1.0,,,10.0,24.0,4.0,,1.0,9.0,,11.0,1.0,1.0,6.0,,,24.0,9.0,,,16.0,2.0,,,,,,1.0,7.0,1.0,,,,,,,,2.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,3.0,,,,,,,1.0,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRC,3.0,,9.0,,18.0,4.0,40.0,,43.0,4.0,4.0,7.0,4.0,5.0,,6.0,,1.0,22.0,1.0,7.0,,,,2.0,,1.0,8.0,1.0,,,3.0,,,9.0,13.0,10.0,2.0,1.0,3.0,,28.0,1.0,,6.0,,2.0,3.0,6.0,,,,,,,,,,,4.0,1.0,,,,,,,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,1.0,,,,,,,,,,,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
IDN,,1.0,2.0,,14.0,16.0,46.0,,64.0,7.0,6.0,2.0,1.0,2.0,6.0,7.0,,5.0,20.0,1.0,6.0,,,1.0,1.0,1.0,,2.0,1.0,3.0,,3.0,,,14.0,2.0,4.0,1.0,,36.0,,34.0,4.0,7.0,5.0,,,14.0,6.0,,,7.0,,2.0,4.0,,,,,5.0,,,3.0,,,,,,4.0,,,,,,,,,,,,,,,,9.0,,,,,,5.0,,,,,,,,,,3.0,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISR,14.0,27.0,71.0,7.0,237.0,185.0,199.0,,224.0,145.0,52.0,472.0,61.0,9.0,,101.0,5.0,65.0,118.0,84.0,49.0,23.0,7.0,1.0,31.0,33.0,30.0,54.0,9.0,12.0,9.0,4.0,,,64.0,28.0,19.0,5.0,29.0,88.0,9.0,147.0,83.0,75.0,22.0,8.0,,57.0,167.0,2.0,5.0,34.0,8.0,2.0,,98.0,5.0,,2.0,11.0,10.0,5.0,28.0,,,,1.0,5.0,20.0,154.0,14.0,3.0,,,3.0,,,,,,,,,8.0,2.0,2.0,49.0,3.0,2.0,,,6.0,21.0,7.0,4.0,21.0,,9.0,,,1.0,1.0,18.0,9.0,1.0,7.0,,2.0,,4.0,,2.0,2.0,21.0,22.0,2.0,1.0,9.0,1.0,,6.0,,12.0,,,,,,,1.0,5.0,,1.0,2.0,,1.0,5.0,,,,,6.0,,1.0,4.0,1.0,3.0,,,9.0,,2.0,,,,,1.0,,,,,,,1.0,,,7.0,,,2.0,,,,,,,,1.0,,,,,2.0,,4.0,,,,,,,,,,2.0,
ITA,,,19.0,2.0,40.0,49.0,175.0,,183.0,7.0,5.0,49.0,,4.0,,104.0,,6.0,39.0,12.0,11.0,45.0,2.0,,5.0,2.0,6.0,2.0,,6.0,,4.0,,,7.0,7.0,10.0,15.0,,66.0,,113.0,11.0,6.0,6.0,,2.0,19.0,16.0,,,48.0,3.0,6.0,2.0,,1.0,2.0,,5.0,,,1.0,,,,,2.0,3.0,,,,,,,,,,2.0,2.0,,,,1.0,4.0,,8.0,,2.0,,,,6.0,,,,,6.0,,,3.0,,6.0,1.0,3.0,5.0,,,,,,2.0,,,,,,3.0,8.0,,,,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,65.0,1.0,37.0,9.0,147.0,64.0,236.0,,248.0,50.0,14.0,92.0,15.0,2.0,,226.0,16.0,21.0,78.0,18.0,84.0,78.0,,1.0,18.0,8.0,4.0,11.0,,15.0,2.0,20.0,,,22.0,12.0,14.0,,11.0,173.0,,455.0,8.0,1.0,11.0,,,75.0,42.0,,,104.0,3.0,2.0,,52.0,,,,33.0,34.0,,3.0,,,,,2.0,1.0,13.0,,,,,2.0,1.0,,2.0,,5.0,,,,4.0,,5.0,14.0,,2.0,12.0,2.0,2.0,12.0,,3.0,,2.0,15.0,1.0,,,,6.0,1.0,3.0,2.0,,,,1.0,1.0,,,13.0,,,1.0,6.0,1.0,,2.0,,7.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,,,,1.0,46.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
NLD,4.0,,3.0,,32.0,6.0,20.0,,28.0,,3.0,5.0,4.0,1.0,,4.0,,1.0,8.0,2.0,2.0,,,,2.0,,,1.0,,7.0,,,,,6.0,2.0,3.0,5.0,,9.0,,12.0,,,,,,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0
NMR,,,1.0,,10.0,2.0,13.0,,11.0,14.0,2.0,,,,,2.0,,,3.0,,5.0,,,,,,,,,1.0,,,,,,,,,3.0,14.0,1.0,3.0,,,1.0,,,,5.0,,,,,,,,,,,12.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NZL,,,8.0,1.0,49.0,53.0,96.0,,98.0,5.0,14.0,13.0,20.0,5.0,,15.0,12.0,4.0,48.0,5.0,13.0,,,,4.0,2.0,4.0,4.0,,3.0,,5.0,,,4.0,7.0,1.0,6.0,6.0,18.0,,27.0,3.0,2.0,7.0,,,1.0,5.0,,,12.0,,4.0,,,,1.0,,2.0,8.0,,2.0,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,1.0,2.0,,,1.0,,,1.0,,,,,1.0,,,,,2.0,,2.0,3.0,,,1.0,,,,,,3.0,,,1.0,4.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAK,10.0,1.0,38.0,6.0,112.0,137.0,145.0,,155.0,27.0,22.0,62.0,20.0,21.0,,62.0,5.0,17.0,67.0,55.0,33.0,3.0,,,28.0,4.0,9.0,11.0,3.0,11.0,,22.0,2.0,,29.0,19.0,10.0,6.0,14.0,56.0,,140.0,34.0,7.0,4.0,3.0,,44.0,54.0,,,32.0,4.0,,,1.0,5.0,,11.0,5.0,7.0,,11.0,,,,,1.0,4.0,3.0,3.0,,,,1.0,,4.0,,2.0,9.0,,,,,17.0,14.0,11.0,,7.0,2.0,,,71.0,,3.0,9.0,,4.0,,,,2.0,8.0,6.0,6.0,4.0,,1.0,,,1.0,,7.0,2.0,,2.0,2.0,3.0,,,,,2.0,,2.0,,,,3.0,,,,,,,,,,,2.0,,4.0,,15.0,,,,,,3.0,6.0,,,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,4.0,,
