CAN,2.0,41.0,44.0,191.0,196.0,,6.0,108.0,,34.0,193.0,56.0,134.0,33.0,35.0,29.0,,91.0,62.0,22.0,9.0,8.0,14.0,5.0,,32.0,26.0,,8.0,14.0,30.0,26.0,1.0,10.0,1.0,185.0,,,1.0,7.0,5.0,37.0,,46.0,11.0,12.0,25.0,,94.0,17.0,2.0,9.0,36.0,,,,4.0,4.0,16.0,1.0,5.0,19.0,1.0,5.0,1.0,1.0,,,2.0,,9.0,,1.0,,5.0,,14.0,,2.0,,6.0,,2.0,2.0,,,1.0,,,,,,1.0,,,,3.0,,1.0,,,,,,,,,,2.0,,,,,4.0,,,,,,,5.0,,,1.0,,,2.0,,3.0,1.0,,,6.0,,,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
CHN,7.0,19.0,124.0,244.0,265.0,,39.0,362.0,3.0,124.0,287.0,159.0,175.0,73.0,73.0,84.0,1.0,84.0,145.0,68.0,94.0,46.0,97.0,54.0,,89.0,107.0,2.0,21.0,115.0,29.0,35.0,,22.0,3.0,264.0,,5.0,,5.0,7.0,83.0,24.0,33.0,21.0,,89.0,1.0,58.0,3.0,3.0,3.0,111.0,5.0,1.0,1.0,1.0,26.0,37.0,5.0,5.0,28.0,49.0,5.0,14.0,1.0,,1.0,7.0,2.0,21.0,3.0,31.0,,6.0,,,1.0,,1.0,5.0,,,2.0,6.0,3.0,,,,,7.0,2.0,1.0,2.0,,,,,,9.0,,,,23.0,1.0,2.0,7.0,,,1.0,1.0,,6.0,5.0,4.0,1.0,,,,,1.0,4.0,,4.0,,,13.0,2.0,2.0,,,,2.0,1.0,3.0,4.0,6.0,1.0,,1.0,3.0,,,,,1.0,,1.0,,,1.0,,3.0,,5.0,,,2.0,,,,,6.0,,,4.0,,,2.0,,,,2.0,,,,1.0,,,,,5.0,,1.0,,,,,,,,,,,,,
HRV,,,,12.0,11.0,,,,,,,1.0,1.0,,,,,,2.0,3.0,,,,,,,,,,,,,,,,5.0,,,,,,,,3.0,,3.0,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDN,,19.0,5.0,54.0,58.0,,2.0,10.0,,6.0,31.0,8.0,20.0,12.0,9.0,10.0,,17.0,44.0,5.0,10.0,,11.0,3.0,,,4.0,,22.0,5.0,3.0,2.0,,,,23.0,,1.0,3.0,,1.0,4.0,3.0,5.0,,,3.0,,2.0,,,,8.0,,1.0,,,,1.0,1.0,,5.0,7.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
IRL,,5.0,5.0,99.0,106.0,,6.0,40.0,,20.0,90.0,75.0,47.0,10.0,10.0,3.0,,14.0,19.0,15.0,8.0,,,2.0,,52.0,1.0,,29.0,16.0,28.0,6.0,,17.0,,83.0,,,1.0,2.0,,11.0,3.0,6.0,4.0,1.0,42.0,8.0,22.0,3.0,1.0,,119.0,,,,,1.0,4.0,17.0,1.0,7.0,3.0,,,,,,2.0,,3.0,,3.0,,8.0,,3.0,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITA,2.0,7.0,18.0,83.0,98.0,,17.0,47.0,,16.0,46.0,18.0,33.0,19.0,14.0,5.0,1.0,35.0,35.0,2.0,17.0,7.0,9.0,,2.0,3.0,11.0,,1.0,6.0,14.0,13.0,,3.0,,84.0,,,1.0,,,17.0,,3.0,,1.0,38.0,2.0,13.0,1.0,,,8.0,,,,,,4.0,56.0,,12.0,1.0,,1.0,16.0,,,13.0,2.0,1.0,2.0,,3.0,6.0,,4.0,,2.0,,,,1.0,,6.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JOR,,9.0,18.0,33.0,33.0,,,50.0,,20.0,11.0,6.0,23.0,3.0,8.0,5.0,,12.0,36.0,4.0,5.0,5.0,,,,2.0,3.0,3.0,6.0,2.0,29.0,1.0,,2.0,,28.0,,,,,1.0,1.0,,4.0,3.0,1.0,7.0,1.0,5.0,2.0,,,,,,1.0,,1.0,,,,1.0,1.0,,5.0,,,,,5.0,,,2.0,,6.0,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,,,2.0,1.0,,,,,1.0,,2.0,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPN,1.0,11.0,17.0,106.0,118.0,,17.0,114.0,2.0,60.0,29.0,57.0,50.0,10.0,9.0,10.0,,10.0,54.0,4.0,28.0,31.0,4.0,1.0,1.0,7.0,5.0,,10.0,19.0,10.0,9.0,,7.0,,49.0,,4.0,,,,13.0,2.0,7.0,15.0,2.0,32.0,1.0,19.0,1.0,,,25.0,,,,,,5.0,1.0,,6.0,3.0,,,,,,,4.0,3.0,,,,3.0,,,,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,2.0,,,,4.0,,,,3.0,5.0,4.0,,,,3.0,,,,1.0,,,,,2.0,7.0,,3.0,,,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
MDV,,6.0,6.0,20.0,19.0,,1.0,,,2.0,7.0,,11.0,,2.0,10.0,,17.0,23.0,,2.0,3.0,6.0,2.0,,,,,2.0,,4.0,2.0,,9.0,,22.0,,,1.0,1.0,,3.0,,1.0,,,1.0,,2.0,,,,9.0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
MEX,,15.0,6.0,41.0,46.0,,2.0,24.0,,14.0,14.0,27.0,32.0,5.0,5.0,6.0,,17.0,19.0,15.0,8.0,,6.0,2.0,,5.0,3.0,1.0,,7.0,3.0,3.0,1.0,1.0,5.0,21.0,,,,1.0,1.0,6.0,,5.0,3.0,2.0,8.0,,1.0,2.0,,3.0,9.0,,,,,,5.0,3.0,,9.0,2.0,,3.0,,,,,,10.0,,,,5.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,,1.0,1.0,,2.0,,4.0,,,,,,4.0,2.0,,,,,,,,,,,,2.0,,,,,,,2.0,1.0,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NGA,3.0,29.0,71.0,215.0,229.0,,19.0,120.0,4.0,61.0,170.0,49.0,166.0,61.0,40.0,53.0,,114.0,153.0,19.0,53.0,16.0,10.0,9.0,1.0,22.0,5.0,,9.0,6.0,30.0,9.0,3.0,27.0,11.0,290.0,,1.0,,10.0,2.0,46.0,1.0,23.0,7.0,,37.0,2.0,44.0,1.0,,5.0,32.0,3.0,,9.0,2.0,9.0,24.0,11.0,,10.0,18.0,,11.0,,,,5.0,4.0,4.0,6.0,2.0,,2.0,3.0,4.0,4.0,,,3.0,,64.0,9.0,2.0,,,,,,4.0,2.0,,,,,1.0,1.0,,1.0,,,,2.0,5.0,6.0,2.0,,7.0,3.0,,,11.0,6.0,35.0,2.0,,1.0,,,,8.0,,,,,1.0,,,,,1.0,2.0,,1.0,,16.0,2.0,,,6.0,,1.0,3.0,,,2.0,,,,,,,,,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,
PAK,2.0,38.0,106.0,112.0,118.0,,50.0,304.0,16.0,223.0,175.0,72.0,122.0,40.0,23.0,57.0,,66.0,150.0,40.0,20.0,32.0,10.0,26.0,,43.0,32.0,,20.0,12.0,11.0,3.0,2.0,7.0,6.0,201.0,17.0,18.0,1.0,4.0,,18.0,8.0,18.0,26.0,,54.0,3.0,57.0,32.0,1.0,1.0,94.0,17.0,,,,19.0,20.0,6.0,7.0,11.0,15.0,2.0,4.0,3.0,2.0,6.0,,3.0,7.0,3.0,2.0,,2.0,,,3.0,18.0,22.0,10.0,7.0,10.0,4.0,,2.0,,1.0,,,1.0,1.0,,,5.0,,1.0,,,2.0,1.0,2.0,,,,,1.0,,9.0,12.0,,,1.0,2.0,6.0,,,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,,20.0,4.0,1.0,,,,2.0,4.0,1.0,,,11.0,,,1.0,,7.0,12.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
POL,,6.0,2.0,15.0,17.0,,2.0,32.0,,5.0,18.0,23.0,7.0,6.0,2.0,,,32.0,18.0,,1.0,2.0,,,,3.0,1.0,,1.0,2.0,5.0,,,,,15.0,,,4.0,,3.0,3.0,,3.0,,,8.0,,1.0,4.0,,,1.0,,,,,,5.0,14.0,,,,,,,,,,3.0,2.0,,,,,,6.0,,,,,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRK,1.0,4.0,19.0,19.0,20.0,,,36.0,,29.0,14.0,12.0,7.0,5.0,,10.0,,5.0,14.0,2.0,7.0,14.0,,,,7.0,3.0,,3.0,3.0,5.0,2.0,,3.0,,14.0,,14.0,2.0,,,1.0,5.0,,3.0,,13.0,,2.0,,,3.0,3.0,,,,,2.0,2.0,,,1.0,,,4.0,,,,1.0,,,1.0,,,,,,,1.0,,7.0,,,,,,,,,,,,,,,,,,,20.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSE,7.0,16.0,34.0,68.0,73.0,,9.0,25.0,2.0,20.0,56.0,101.0,32.0,19.0,6.0,18.0,1.0,12.0,118.0,,13.0,8.0,8.0,4.0,,19.0,18.0,,2.0,8.0,65.0,,,3.0,,43.0,1.0,53.0,,4.0,,7.0,1.0,15.0,,2.0,18.0,4.0,20.0,3.0,,7.0,2.0,,6.0,5.0,1.0,8.0,6.0,2.0,5.0,33.0,13.0,,1.0,,,,,9.0,8.0,,2.0,,5.0,,,4.0,4.0,1.0,,,,4.0,,,,,,,,,,,,,1.0,,,,,2.0,,4.0,,,,,,44.0,,,,,13.0,,,,,,4.0,3.0,,,1.0,1.0,,,5.0,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,1.0,,
SAU,,10.0,54.0,64.0,74.0,,1.0,45.0,10.0,10.0,43.0,49.0,71.0,10.0,8.0,20.0,,21.0,81.0,20.0,8.0,14.0,4.0,7.0,,14.0,11.0,,,8.0,3.0,7.0,6.0,10.0,,111.0,,18.0,,1.0,3.0,14.0,6.0,2.0,,,4.0,9.0,12.0,,,,7.0,,,6.0,1.0,3.0,8.0,,1.0,5.0,8.0,,2.0,,,,,,1.0,3.0,2.0,,4.0,,,,2.0,,,,14.0,,,,3.0,,,,4.0,,,,,,,,,,,,,4.0,,,,,,10.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,4.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AFR,,21.0,19.0,136.0,152.0,,20.0,41.0,,30.0,103.0,81.0,73.0,12.0,4.0,17.0,2.0,57.0,50.0,6.0,15.0,5.0,23.0,5.0,,10.0,6.0,,8.0,13.0,10.0,2.0,1.0,2.0,4.0,96.0,,,11.0,1.0,,29.0,2.0,17.0,2.0,2.0,13.0,21.0,7.0,5.0,,,13.0,2.0,,3.0,,1.0,14.0,1.0,2.0,2.0,9.0,,3.0,,,,,,5.0,13.0,,,2.0,,5.0,10.0,1.0,,2.0,,3.0,1.0,1.0,,,,,,2.0,1.0,4.0,,,,1.0,2.0,,1.0,,,,,,,1.0,,1.0,9.0,,,,,6.0,,,,,5.0,,,1.0,,,,,,,,,,,,2.0,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE,,,6.0,88.0,87.0,,1.0,72.0,,57.0,46.0,56.0,8.0,11.0,,1.0,,7.0,23.0,3.0,3.0,20.0,,,,7.0,,,4.0,,2.0,,,1.0,,27.0,4.0,6.0,,,,7.0,,2.0,1.0,1.0,7.0,7.0,6.0,1.0,,,4.0,,,,,2.0,3.0,,,4.0,5.0,,1.0,,,,2.0,3.0,2.0,,,,1.0,,,,,,1.0,1.0,7.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
YEM,,,22.0,19.0,20.0,,2.0,20.0,,7.0,15.0,9.0,20.0,5.0,3.0,6.0,,,63.0,,4.0,9.0,,3.0,,9.0,4.0,,,,3.0,2.0,2.0,4.0,,24.0,,5.0,,1.0,7.0,4.0,,,,,5.0,,3.0,,,1.0,15.0,1.0,,,,1.0,5.0,,,,3.0,,,,,,,,14.0,5.0,,,12.0,,,,11.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,,1.0,8.0,16.0,19.0,,1.0,12.0,,10.0,5.0,14.0,11.0,4.0,8.0,1.0,2.0,2.0,19.0,3.0,,6.0,5.0,,,2.0,2.0,,,1.0,,,,1.0,,8.0,,,,,19.0,1.0,,1.0,,,4.0,,6.0,,,,7.0,3.0,2.0,,,,,1.0,1.0,2.0,,,,,,,2.0,,2.0,3.0,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,6.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
NZL,,35.0,19.0,49.0,56.0,,6.0,45.0,,6.0,47.0,25.0,84.0,18.0,9.0,14.0,,27.0,44.0,22.0,5.0,10.0,4.0,,,9.0,3.0,,8.0,16.0,1.0,6.0,,7.0,,55.0,,,1.0,1.0,1.0,21.0,,7.0,,2.0,8.0,,4.0,7.0,,,13.0,,,1.0,,,13.0,8.0,3.0,3.0,2.0,,,,,,,4.0,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,3.0,,2.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLR,,,,1.0,1.0,,,9.0,,,1.0,,,,,,,,4.0,,1.0,,,3.0,,,,,,,,,,,,3.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRB,,,,5.0,5.0,,,6.0,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
